TICKER,ISIN,INDUSTRY,TR_ANALYTICCO2,TR_ANALYTICTOTALWASTE,TR_ENVPRODUCTS,TR_ANALYTICENVRND,TR_ANALYTICWATERUSE,TR_ANALYTICENERGYUSE,TR_POLICYHUMANRIGHTS,TR_POLICYRESPONSIBLEMARKETING,TR_PRODUCTQUALITYMONITORING,TR_POLICYDATAPRIVACY,TR_WOMENEMPLOYEES,TR_AVGTRAININGHOURS,TR_TRADEUNIONREP,TR_ANALYTICLOSTDAYS
SGN,EPV3YAU9ZLI3,Biotechnology and medical research,,0.04,0.78,0.34,0.76,0.15,0.22,,0.44,0.10,,0.19,0.53,
SGNQ,RIX74M9UECP6,Industrial conglomerates,0.41,,,0.53,0.24,0.08,0.16,0.11,0.32,0.73,,0.27,0.97,
SGO,YOR01GWO6OB3,Office equipment,0.25,,,0.76,,,,,,0.69,0.18,,0.59,
SGO,IYEW55Q6EEB2,Aerospace and defense,,0.99,0.26,0.63,,0.90,0.84,0.35,0.30,,0.02,,,0.92
SGOJ,CYWZ0MJ9B5Q1,Food and tobacco,0.36,0.32,0.98,,0.79,0.59,0.11,,0.81,0.67,0.72,,,0.82
SGP,WZXZ6I4SR8M2,Diversified retail,,0.55,0.04,0.67,0.14,,,0.38,0.48,,0.65,,,0.81
SGPS,OVA7FFUOKSU8,Oil and gas,0.70,0.78,0.83,0.88,,0.21,,0.68,,0.46,,0.03,,
SGQO,IL715EWTDBH0,Water and related utilities,0.00,0.86,0.82,0.67,,,0.59,0.59,0.37,0.15,0.12,0.28,0.21,
SGTC,WB57YBTMNAZ2,Telecommunications services,,,0.80,0.95,0.91,,0.94,,,0.07,,0.54,0.93,0.70
SGV,BLXIGRU3J5H9,Software and IT services,0.26,0.47,,0.86,,0.04,0.47,,,,,,,
SGVZ,KWO1IKNXVBR1,Multiline utilities,0.90,0.44,,,0.38,,0.38,0.65,,,,0.40,,0.25
SGXH,USFA8GHY5VZ8,Oil and gas related equipment and services,0.02,,,0.89,0.52,0.52,,,,0.84,,,0.34,0.47
SGY,VHJOFC70AMA2,Office equipment,,0.75,0.78,0.58,,,0.96,0.98,0.88,0.85,,0.52,0.77,
SGY,MAMS0UIZUDA9,Healthcare providers and services,0.48,,0.97,,,0.32,,0.68,0.86,,0.82,0.90,,0.33
SGY,MSKAVCPRPUP9,Electric utilities and IPPs,,0.54,0.77,0.24,,,0.12,,0.47,0.47,0.71,,0.68,0.44
SGYM,TEP5QMN1F5L4,Natural gas utilities,,0.28,,0.68,0.09,,,0.25,,0.34,0.08,0.40,,
SHCJ,GI3IBZBVJKR0,Oil and gas related equipment and services,0.37,0.96,0.32,,,0.32,,0.37,0.96,0.71,0.59,0.89,,
SHFO,NWO975QTS2X3,Communications and networking,0.13,,0.83,,0.96,0.42,0.99,0.17,0.43,,,0.23,,
SHH,LD2WO5VF2FW9,Industrial conglomerates,,,0.14,0.94,,,0.37,0.53,,0.46,0.12,,,0.65
SHH,CGU1T4ZCYA80,Communications and networking,0.23,0.87,,0.05,0.19,,,,,,0.52,,0.97,
SHH,DN5UAHPE7EG7,Pharmaceuticals,0.65,0.73,0.76,0.74,0.69,0.04,0.48,0.51,,,0.32,0.63,,0.10
SHI,WAUNBIO8QCC2,Investment banking and investment services,0.61,,,,0.31,,0.36,,0.19,0.58,0.44,,0.24,
SHKS,JSOLBSPP8YY8,Metals and mining,,0.98,,0.06,,0.22,,0.04,,0.93,,0.18,0.91,0.77
SHLO,XBJL9VMTJHN1,Biotechnology and medical research,0.13,0.08,,0.79,,,,,,0.67,0.61,,,0.84
SHM,LFQ8PKXFVVF8,Electronic equipment and parts,,0.31,0.46,0.39,0.97,,0.41,,0.18,0.20,0.34,,,
SHOE,TT7DYXZZ4C17,Food and drug retailing,0.27,,0.65,0.90,0.77,0.30,0.28,,,,0.94,,0.56,
SHOJ,PFSOGHJ2THR8,Media and publishing,0.74,0.49,,0.33,,0.71,0.63,0.81,0.38,,0.80,0.10,0.51,
SHQ,FO575PH3GFY0,Electronic equipment and parts,,0.91,,0.02,0.84,0.53,,,,0.47,,0.55,0.67,0.10
SHSM,VK8VL2A4PXE6,Collective investments,0.93,,0.02,,0.03,0.06,,0.51,0.02,0.92,,,1.00,0.20
SHTU,BGJUBQ9OMXW8,Software and IT services,,0.57,,0.96,0.87,,,0.52,,,,0.84,,
SHU,JUZ414YBUY02,Homebuilding and construction supplies,0.20,0.89,0.89,0.80,0.42,0.20,,,0.68,0.13,0.73,0.43,0.94,0.63
SHUN,NU6OTKZW9MD0,Passenger transportation services,,0.18,0.33,,0.92,,0.61,0.17,,0.74,,,0.10,
SHVA,KCKNKNWDS3E4,Diversified retail,,,0.51,0.20,0.40,0.71,,0.27,0.30,,0.60,0.03,0.19,
SHXA,EPAUZ3Q2XCK8,Telecommunications services,0.46,,0.76,,0.25,,0.15,0.24,0.01,0.19,0.32,,0.56,0.22
SHYT,LR86RGMIRTW7,Collective investments,,,,,0.13,0.93,0.56,,0.68,0.21,,,,0.44
SHZ,ZHV8CFBDYSK1,Textiles and apparel,0.80,,,0.49,0.96,,,,0.69,0.07,0.34,0.93,,0.41
SHZH,ICNWQS79J2Y1,Real estate operations,0.31,0.96,,0.22,,0.63,0.51,0.89,0.49,0.49,0.88,0.84,0.26,0.26
SIBB,AXDCTG5VYWT3,Coal,0.04,,,0.64,,,0.47,0.71,0.25,0.58,0.40,0.83,0.02,0.77
SIBE,HMZF56H82SU6,Transport infrastructure,0.51,0.51,0.58,,0.81,0.65,,,0.92,,0.41,0.78,,
SICJ,OX0TAVXNPML0,Diversified industries,,0.15,,,0.19,,0.81,,0.83,,0.82,0.41,,
SICQ,ZNCNMS1HAV84,Metals and mining,,0.89,0.81,0.70,0.01,,,0.54,,0.33,0.85,0.57,0.63,0.18
SID,OH3C2WKUPVS2,Telecommunications services,,,0.79,,0.24,0.12,0.10,0.84,0.16,,0.61,0.81,0.16,0.58
SII,ONB4FVP551P4,Professional and commercial services,0.15,0.89,0.33,,1.00,0.16,,,,0.02,0.22,0.86,,0.38
SIIH,TJWTPQK3ULY6,Electric utilities and IPPs,0.79,0.72,0.40,0.39,0.74,0.08,,0.53,0.71,0.91,,0.15,0.21,0.01
SIIV,OFCHYZ6DTFU4,Diversified industries,0.66,0.97,,0.66,0.16,0.07,0.82,,0.72,,0.61,,,0.70
SIL,XY3AACGB77E5,Leisure products,,0.07,,,,,0.65,,,0.80,1.00,0.98,,0.33
SIO,AGHDBFJEICR5,Software and IT services,,0.80,,,,,,,,0.38,0.93,0.10,,0.54
SIO,YS3WCM0Q9Y94,Diversified industries,,,0.09,0.81,,,0.59,0.96,,,,0.36,,0.25
SIR,KGC0F0AQ6MP3,Containers and packaging,,0.26,,0.73,0.54,,,0.65,0.41,0.24,0.98,,0.95,
SISW,CVPJ5Z0JDPG6,Oil and gas related equipment and services,,0.75,,0.49,0.03,0.17,0.72,0.11,,,,0.83,0.46,0.46
SIU,ICS8R8OJRCT5,Construction materials,,,,0.12,0.26,,,,,,,0.98,0.42,0.93
SIUL,IZXDFS6GUK17,Water and related utilities,0.28,0.88,0.64,0.18,0.54,,,0.84,,,,,,0.83
SIX,LTMTIMWE0DR6,Semiconductors,,,0.10,,0.91,0.14,,,0.23,,0.66,,,0.37
SJBC,NANAAM23OGM1,Freight and logistics services,0.17,0.57,0.26,0.51,0.85,0.65,0.08,0.32,,,,0.78,0.68,
SJBP,DT2TGJU0IK10,Transport infrastructure,,0.49,,,,0.35,0.68,,,,0.37,,0.80,
SJC,OG4LCMBTPTJ0,Investment banking and investment services,0.88,0.86,,0.47,,0.48,,,,0.25,0.16,0.24,0.03,
SJCX,MKTHDN73L7I9,Construction materials,0.01,0.68,,0.86,,,,,,0.55,0.44,0.97,0.20,0.60
SJD,CRPLJTESY401,Homebuilding and construction supplies,0.89,0.76,0.89,0.08,0.43,0.52,,0.71,,,0.39,,,0.80
SJFD,OKYS9ANXOXE9,Uranium,0.95,,,0.84,0.39,0.96,0.75,,,,0.68,,0.04,0.26
SJG,EEWPD3HG8SQ1,Insurance,0.40,0.94,0.65,0.72,,0.04,,0.27,,,,,0.29,0.97
SJHC,LRQA6T8LYRS2,Natural gas utilities,0.35,0.72,0.65,0.47,,0.79,,,,0.14,0.10,,0.90,
SJIM,EX5Q8D8EUAZ6,Healthcare equipment and supplies,,0.14,,0.97,,0.21,0.54,,,,,0.32,,0.98
SJL,GAXWB1GGOEJ6,Containers and packaging,0.03,,0.69,0.33,,0.30,0.32,0.08,0.92,0.41,0.59,,0.05,0.12
SJR,MUQVAK562Z81,Freight and logistics services,0.51,,0.25,,,0.41,0.18,0.05,,0.36,0.48,0.71,0.21,
SJRV,IUNMMGCRGH88,Biotechnology and medical research,,0.89,0.48,0.65,0.04,0.27,,,0.19,0.15,0.72,,,
SJS,PR48AD7QTKG4,Uranium,,0.29,0.79,0.74,,,0.42,0.28,0.65,0.17,,,0.06,0.12
SJXE,TWY7R23XWYD7,Healthcare equipment and supplies,0.15,,0.48,,0.57,,,,,0.74,0.32,,0.30,0.53
SJXE,NT59VQQ983D0,Beverages,0.22,,0.48,0.08,,0.31,0.10,0.87,0.62,,0.01,,,0.36
SJXH,OU6PZHGHVYP2,Construction materials,,,,,,,0.25,,,,,0.07,,0.15
SKB,KR9CRCOOBPZ1,Biotechnology and medical research,,,0.25,0.92,0.19,0.24,0.29,,0.71,,0.10,,,
SKCD,PO0F3H3CVFU3,Software and IT services,,0.35,,,0.97,0.07,0.92,,,,,0.06,,0.27
SKD,LS7ZDH6J9MF9,Banking services,,0.73,,0.56,0.83,0.88,0.75,0.63,,,0.62,,0.80,
SKF,BUW5Q74ZP693,Chemicals,0.23,,,0.58,,0.82,0.05,0.32,,,,0.15,0.53,
SKF,KSUXM4S5JZF2,Investment banking and investment services,0.66,0.38,,0.92,,,,0.19,,0.19,0.41,,0.75,0.92
SKFX,ECC9E9JS2MM5,Passenger transportation services,0.34,,0.81,,0.48,0.56,0.77,0.68,,,,0.59,,0.59
SKH,JDIGDKWKZH49,Hotels and entertainment services,,,0.02,0.05,,0.33,0.15,,0.35,0.23,,,0.75,0.54
SKJ,YY0T9OT8SKG6,Passenger transportation services,0.60,0.37,0.15,,,0.53,0.95,0.53,0.64,0.01,0.49,0.88,0.72,0.32
SKL,PPMHMLOAC4H0,Semiconductors,,,,,0.00,0.11,,0.98,0.32,0.36,,,0.13,0.92
SKN,IRGX96HEVSA6,Telecommunications services,0.22,0.40,0.63,,0.11,,,0.57,,,0.02,0.33,0.41,
SKPO,NQV6DHRILLP4,Natural gas utilities,,0.29,0.47,,,,,0.80,0.58,0.94,0.13,0.85,0.16,
SKQ,EO4LSB5F0WI3,Homebuilding and construction supplies,0.30,0.47,0.16,,0.22,0.41,0.56,0.33,0.43,0.35,0.52,,,0.40
SKS,QI0X7GB2I3N0,Automobiles and auto parts,0.56,0.13,,,,,0.61,,,,0.21,0.97,0.72,
SKSK,FOZYBTBKCXA2,Aerospace and defense,,0.24,0.79,,,0.09,,,0.40,0.99,,,0.70,
SKUC,VP9ELA4QD2D6,Household goods,0.92,,,0.77,0.60,,,,0.06,0.85,,0.12,,
SKV,KRD39PFEBDK6,Coal,0.86,0.54,,,0.58,,,,0.62,0.65,,0.46,0.86,0.39
SKVB,OHAQMJQY6UB0,Professional and commercial services,0.37,0.72,0.15,0.59,0.38,,,,,0.33,,,0.98,0.62
SKW,XCCZNJYECWX3,Collective investments,0.08,,,0.66,,,0.52,0.45,,,0.31,,,
SKW,LJY79A12Z2R2,"Machinery, tools, heavy vehicles, trains and ships",,0.71,0.08,0.32,0.55,,0.80,0.83,,0.24,0.97,0.02,,0.15
SKYK,IGN5PFBFVPD4,Multiline utilities,,0.02,0.96,0.63,0.53,,0.90,,,,0.21,,0.72,
SKYR,WVLCHSYB4YN0,Collective investments,0.79,0.24,,,,,,,0.14,0.41,,0.47,0.94,0.67
SKZF,IIJVF8AHNR94,Pharmaceuticals,0.90,0.04,0.07,0.95,0.55,0.26,0.83,,,0.02,,,,0.61
SLAW,UHCA47UEVR65,Multiline utilities,0.72,0.05,,,,,0.34,,0.14,0.85,,0.65,,0.40
SLC,AFP7FI5B2YD3,Healthcare equipment and supplies,,,0.65,,0.53,,,0.12,,0.97,,,0.81,0.56
SLD,PZJHN2S58PZ3,Uranium,0.27,0.30,,0.97,,,0.67,0.24,0.93,0.18,,0.15,0.10,
SLEH,FW1WADCN2WC1,Food and drug retailing,0.32,,0.23,,,,0.93,0.85,,0.35,,0.96,0.41,0.40
SLEL,UPE4BRHXFTQ2,Oil and gas related equipment and services,,0.75,,0.99,0.67,,0.57,0.30,0.71,0.81,,0.98,0.40,0.43
SLF,JTIV0KI8QQV1,Multiline utilities,,,,,0.86,0.97,0.01,0.27,,,0.19,0.97,0.16,0.78
SLK,TXGZLUW7RAN9,Paper and forest products,0.51,0.63,0.23,0.43,0.49,,0.37,0.81,,0.66,,0.49,,0.66
SLS,NS5EZVUYWUZ7,Insurance,,0.02,,,0.89,,0.80,0.00,,,0.71,0.26,0.74,0.84
SLUJ,TAHR8YV57KN2,Food and drug retailing,0.21,0.00,0.29,,0.34,0.44,0.60,,0.28,0.02,,,0.50,0.69
SLVM,ZX5NORBR6E45,Office equipment,0.82,0.67,0.49,,,,0.91,,,,,0.36,0.89,0.62
SMBA,RJNQHN7TZIB3,Multiline utilities,,0.94,0.12,0.33,0.92,,0.56,0.20,,0.54,0.93,,0.64,
SMCP,FA8GFOBCF8B6,Software and IT services,0.30,0.33,0.28,0.71,,0.49,0.94,0.60,0.33,0.42,0.38,0.43,,
SMGN,SVG34ANZ2WU8,Software and IT services,,,0.80,0.45,,0.28,0.61,,,0.03,0.11,,0.49,0.08
SMJ,KPUG6ZZ4G4V7,"Computers, phones and household electronics ",,,0.55,,0.59,,,0.09,0.03,0.57,0.82,0.85,,0.82
SMLS,YJOI69F4U3E7,Semiconductors,0.92,,,0.13,0.81,0.14,0.73,,,0.91,,,0.75,
SMM,ZCXEW27JHMC1,Oil and gas,,,,0.93,0.21,0.77,0.34,,,,0.68,0.54,0.40,
SMMK,RUEJLFZVWQ49,Telecommunications services,,0.35,,0.56,,,,0.41,0.19,0.68,,,0.43,0.31
SMO,PTOTC8OLP710,Personal and household,0.86,,0.00,0.94,,,,0.41,0.51,0.58,,0.44,0.25,
SMOY,XSU0BKE5HYT1,Collective investments,,,0.33,0.08,,0.20,0.23,0.79,0.75,0.98,,,,0.93
SMP,NJNM86PDXBW3,Uranium,0.75,0.32,0.23,0.27,0.19,0.81,0.35,0.91,,0.25,0.80,,0.46,
SMSQ,DIYR0C2Y5BF4,Communications and networking,0.35,0.62,0.97,0.32,0.81,0.60,,,0.21,0.95,0.04,0.11,0.41,0.80
SMTC,LSSLMTBS5AD1,Collective investments,0.36,,0.02,0.22,0.40,0.48,,0.08,0.70,,0.31,0.63,0.08,0.49
SNA,BZCSK2RVSU87,Uranium,0.70,0.79,,,0.70,,,,0.17,0.67,0.41,0.87,0.95,
SNC,PDK0C67GZ3G6,Leisure products,,,0.72,0.04,,,0.26,,,,0.16,,,
SNF,ZC9QUEK15OJ9,Aerospace and defense,0.59,0.74,,,,0.22,,,,0.92,0.90,,,0.41
SNH,ZN0FMW39TC86,Semiconductors,,0.57,0.85,0.16,0.43,0.71,0.86,,,,,,0.32,
SNH,UFAVOEZY1YE2,Construction materials,1.00,0.95,,0.07,0.09,0.79,,,0.49,0.87,0.06,,0.11,
SNHJ,JYTLU4JHV575,Chemicals,,0.13,0.72,0.66,0.48,,0.27,0.12,0.96,1.00,,,0.14,0.26
SNJP,WSFCHVORBPS5,Homebuilding and construction supplies,,,0.15,,,0.85,0.59,0.95,,0.44,0.18,0.03,0.37,
SNNR,KMQ98760UPR8,Healthcare providers and services,,,0.55,0.62,,0.38,,0.43,,0.70,,0.71,,0.48
SNRR,KZC65Y8YDBU0,Renewable energy,0.05,0.85,,0.37,,,0.29,0.97,0.83,0.31,0.92,0.43,0.69,
SNS,BR0UGBHLPQI1,Oil and gas related equipment and services,0.60,0.55,0.22,,,,,0.51,,,0.85,,0.92,0.60
SNWP,GQYF655OPSU3,Pharmaceuticals,0.52,,0.65,0.44,0.96,0.91,,,0.02,0.53,0.69,,,0.59
SNWT,SGGM3F92VRF4,Residential and commercial REITs,,,,0.51,0.59,0.54,,,,0.31,,,,0.12
SNX,IZ67P9UVOW20,Industrial conglomerates,,0.26,0.21,,0.52,0.52,,,0.99,0.06,,0.14,0.51,0.71
SNZ,TN2KOJD3KSZ7,Construction and engineering,1.00,,,0.24,0.78,0.59,,0.38,,0.39,,0.60,0.75,0.68
SOAW,QCBVDKBBL7K8,Paper and forest products,0.73,0.64,,,0.32,0.84,0.19,0.37,,,,,,0.11
SOBI,HGHE566TI683,Collective investments,0.08,0.96,0.82,,,0.12,,,,,0.90,,0.01,0.46
SOBU,TLUJ2WBVH6U3,Construction and engineering,,,,0.20,1.00,,,,,0.76,,0.65,,
SOEK,VXWWU9CRFA36,Specialty retailers,0.64,,,,,0.23,0.12,,0.92,0.28,0.90,0.59,,
SOG,PLJVOECXWD16,Construction materials,,,0.04,,,0.22,,0.66,0.87,0.67,,0.76,0.57,
SOH,VE79M9MJXKP3,Office equipment,,,0.04,0.16,0.79,0.25,,,,,0.72,,0.61,
SOH,MHKOUXSOCU43,Healthcare providers and services,0.25,1.00,0.01,0.85,,0.74,0.30,0.53,0.38,0.22,,,0.69,0.33
SOM,AVMWKBT7SY67,Healthcare providers and services,,0.44,0.41,0.72,,,,,,0.00,0.70,,,0.29
SOP,CA0LSQVRZVV6,Collective investments,,0.53,0.95,,,,,0.34,0.38,0.19,0.71,,0.77,
SOP,MUZDE1N6Q4O2,Diversified industries,0.72,0.58,0.19,0.64,0.59,0.77,0.87,0.34,,0.59,,0.44,,
SOR,ZMADLMRHOK40,Communications and networking,,0.76,0.06,,0.04,0.61,,0.28,,,,,,0.80
SOS,IBTI9G6WLU20,Transport infrastructure,0.94,0.44,0.96,0.10,0.88,,0.63,,0.02,,,,0.89,
SOSB,MYV6KD5HVFJ2,Electronic equipment and parts,,0.29,0.23,,,,0.01,0.14,0.10,0.09,,,0.36,
SOWL,BBR07M6S69Z7,Beverages,0.74,0.48,,,0.02,0.10,,,,,0.43,0.03,,0.30
SOYN,RYJI2A5L2J16,Multiline utilities,0.51,0.74,0.31,0.99,0.29,0.69,,,0.75,0.83,,,,
SOZ,PSH60R45NGK5,Construction materials,0.02,,0.92,0.46,,0.50,,,0.69,0.24,,0.20,0.81,
SPDM,NG858IOJ7VP1,"Computers, phones and household electronics ",,,0.16,,,0.19,,0.45,,,,,0.62,0.26
SPF,YXE2CORH64V3,Specialty retailers,0.29,,,,,0.02,0.97,0.12,0.63,0.48,0.93,0.35,0.33,0.24
SPGC,MY3E8KO1CON9,Banking services,,0.83,,0.13,0.65,0.44,0.87,,,0.47,,0.19,0.01,0.64
SPGC,NAC2W0SUIN04,Software and IT services,0.78,0.78,,0.37,0.45,0.19,0.62,0.27,0.46,0.35,0.70,0.37,,
SPH,QYEQTIL43GK2,Office equipment,0.08,,0.20,0.71,0.02,,0.11,0.69,,,0.92,0.51,0.40,0.72
SPH,MKFIK7UZJE38,Biotechnology and medical research,0.68,0.81,0.64,,,,0.19,0.38,0.86,0.63,,,0.69,0.98
SPJU,QV9MENY93MJ5,Automobiles and auto parts,,0.86,0.85,0.30,,0.39,,,0.59,0.29,0.86,0.43,,0.42
SPK,DXPNSVGTW8I3,Insurance,0.50,,0.48,0.33,0.83,,,0.98,,,0.30,0.36,0.62,
SPLI,DEV832XEHWM1,Paper and forest products,,0.91,,,0.09,0.90,0.71,,0.79,0.83,0.57,0.62,0.87,0.27
SPM,ZKFH9AX44H47,Investment holding companies,0.32,0.11,,,0.09,0.02,0.07,,0.36,,,0.04,0.81,0.30
SPNM,YRFHVW1VOJ24,Personal and household,0.76,,,0.57,,0.56,,0.37,0.03,0.00,0.72,0.76,0.62,
SPO,KYHUAGDHCXL3,Coal,,,,0.80,,,,0.92,0.78,,0.33,,,0.86
SPPB,QZOZ7B6ZZWG6,Insurance,0.61,0.77,,0.66,0.97,,0.24,0.37,0.76,0.73,0.87,0.62,0.28,0.95
SPPH,AICT8L6HSMC5,Investment holding companies,0.43,,0.36,,,0.85,,0.16,,0.50,0.11,0.60,0.66,
SPUF,TTPKNFXHMFT3,Passenger transportation services,0.37,0.98,0.46,,0.27,0.15,,,,0.45,0.72,0.65,0.42,1.00
SPW,DWNTYK53S3E7,Telecommunications services,0.90,0.80,0.72,0.80,0.60,0.31,0.81,,,0.84,0.98,0.37,,0.95
SPXP,GC549YJKODE4,Biotechnology and medical research,0.78,0.22,,,0.39,,,0.41,,0.33,0.12,0.10,0.71,
SPYC,LF98XZHOS012,Electronic equipment and parts,,,,,0.36,0.24,0.38,0.79,,0.24,,,,0.56
SPYG,LHPQUQKUE4R7,Renewable energy,,0.33,,,,,,0.31,,,0.18,,0.24,0.97
SPZ,IXLN09N9T289,Specialty retailers,0.87,,0.45,0.64,,0.70,,0.16,,0.97,0.14,,,0.90
SQC,PCPGBB3RQ4Y8,"Machinery, tools, heavy vehicles, trains and ships",,,,,0.63,0.97,0.91,,,0.56,0.93,,0.91,
SQD,QW37JD87Y488,Biotechnology and medical research,0.24,,,,0.40,,0.64,0.60,0.21,0.29,,0.69,0.31,0.74
SQF,PF02O3QZU7A5,Food and tobacco,0.02,0.64,0.80,0.79,0.61,,0.86,,0.40,0.57,,,,0.95
SQI,IL8SZATS4LR8,Containers and packaging,0.15,0.06,,0.28,,,,0.98,0.47,0.78,0.42,0.04,0.45,0.62
SQI,JUQCRJTZB392,Freight and logistics services,,0.76,0.16,0.99,0.91,0.19,0.64,0.60,,0.31,,,0.82,0.79
SQIE,UI7WHKGROFV8,Water and related utilities,0.30,,,,0.15,0.65,,0.27,0.26,,,0.71,,
SQJ,FH5ATDDLW604,Diversified industries,0.22,0.17,0.87,,,,0.77,,,0.72,,0.55,,0.83
SQJ,SF9P4VVRBUG3,Real estate operations,,,0.00,,0.16,,0.35,0.66,0.75,,,,0.85,0.68
SQL,YNKXU8FYXB07,Coal,,0.97,0.01,0.06,,0.59,,0.88,0.25,,,,,0.55
SQLW,IQIAOFYU7809,Insurance,0.11,,,0.73,,0.09,,0.89,0.40,0.02,,0.78,,
SQM,UB0SY3CUGT35,Investment banking and investment services,,0.49,,0.63,0.62,0.51,0.53,0.05,0.42,0.34,0.60,,,0.28
SQP,IVSWA231ZN38,Hotels and entertainment services,,0.46,0.82,0.63,,0.62,0.49,0.37,0.18,0.58,0.39,,0.58,0.20
SQP,PS6MRBDTNHC0,"Computers, phones and household electronics ",0.53,0.22,0.10,,,0.75,0.52,0.26,,0.12,0.18,0.96,0.12,
SQPK,DDZQ0GFG41K5,Water and related utilities,,,0.84,0.08,,,,,0.68,,0.08,0.15,0.78,0.56
SQS,AJY86M5384S7,Passenger transportation services,0.61,0.41,0.21,0.25,,0.62,,0.07,0.90,,,,,
SQV,ETJGJYSF4F18,Investment holding companies,0.21,,,0.09,,,,0.12,,,0.00,,0.14,
SQXF,MPDC2YOFSWF4,Real estate operations,0.33,0.79,,0.85,0.12,0.65,0.90,0.73,0.68,0.45,0.99,,,0.30
SQXI,VEH1HY98MQG3,Healthcare equipment and supplies,,0.98,,0.10,0.81,,0.38,0.04,0.59,,0.50,0.74,0.34,0.17
SRC,DNC2KPTC6M74,Healthcare providers and services,0.07,,0.21,0.06,,,,,,,,0.17,0.03,0.12
SRD,EP7IG60NLUP9,Metals and mining,0.62,0.93,0.70,0.75,0.59,,,,0.70,,0.37,,0.91,0.46
SRE,ZR6NUFUM33H3,Construction materials,,,0.67,,,0.96,,,0.08,,,0.19,,0.31
SRE,ZE2T8GDKEMP0,Electric utilities and IPPs,,,0.20,0.26,0.31,,,0.89,,0.70,,0.04,,0.70
SREA,IH01518GILE0,Food and tobacco,0.65,0.36,0.53,,0.42,,,0.15,,0.75,0.42,0.92,,0.58
SRH,YESWXN0CGKE9,Freight and logistics services,,0.34,,0.35,0.68,0.83,,0.97,,0.84,0.41,,,0.90
SRHO,SO0138Q4V904,Renewable energy,0.30,0.89,,,,0.94,0.31,0.23,,1.00,0.98,,0.01,0.67
SRHT,GTZGI6575UA2,Healthcare providers and services,,0.37,0.34,0.68,0.52,0.49,0.41,,0.12,0.49,0.27,,0.41,0.36
SRI,TAJHFG5E6956,Household goods,,,0.64,0.85,0.39,0.65,0.92,,,0.04,,,0.76,0.27
SRL,FM35A9WDDXB2,Healthcare equipment and supplies,0.60,0.08,0.51,,0.76,0.05,,,,0.22,,0.73,0.83,0.64
SRM,KPGPTP4MXNF7,Pharmaceuticals,0.68,0.73,0.89,0.38,,,0.24,,0.60,0.55,,,,0.71
SRNW,DT8020R9ZCS2,Construction and engineering,,0.25,,0.90,,0.20,,0.45,0.18,0.57,0.57,0.38,,0.79
SRQ,II5H9QVM9411,Real estate operations,,0.91,,0.48,,,0.54,,,,0.70,0.96,,0.29
SRR,VL61PNYTU4F0,Automobiles and auto parts,0.92,0.66,0.52,,,0.41,,,,,,,0.76,
SRR,WAI7ICN24V59,Automobiles and auto parts,0.35,0.23,,0.32,0.80,,,0.90,0.11,,,,0.93,0.39
SRV,PT1CGMO33PV5,Professional and commercial services,0.52,0.26,,,0.38,0.23,0.92,0.79,0.28,0.70,0.39,0.01,0.66,
SRVN,OBROYEIXCZQ0,Chemicals,,0.29,0.29,0.01,,0.16,,0.24,0.09,,0.29,,0.99,0.38
SRX,APM2T5A8ERB6,Diversified industries,,0.57,0.84,,0.88,,0.81,0.51,0.88,0.57,0.97,,0.86,0.54
SRXF,FDJ5LNH4YJ27,Pharmaceuticals,,0.95,0.82,0.05,0.76,,,0.37,,,0.93,0.34,,
SSA,VO8QSQVGEBJ2,Metals and mining,,,,0.06,,0.26,0.67,0.80,,0.53,,,0.44,0.25
SSAN,HUMR3LLJW230,Containers and packaging,0.95,,0.86,,,0.81,0.94,0.48,0.88,,0.39,,,
SSC,NGTMXS04C5B7,Food and tobacco,,,0.49,,,0.06,0.26,0.34,,,,0.13,,0.16
SSD,JJTSOMC0GGQ5,Investment banking and investment services,0.35,0.22,0.14,,0.86,0.20,,0.17,0.88,0.27,,,,
SSD,EI2U51SQN2J6,"Machinery, tools, heavy vehicles, trains and ships",0.94,0.33,,,0.12,0.07,,0.07,0.35,0.81,,,0.60,0.11
SSDO,CXVWETB9AAY0,Real estate operations,0.02,0.88,,,0.16,0.44,0.98,0.42,0.59,,0.97,,,0.57
SSEB,BBUW4DTC17K8,Real estate operations,0.78,0.30,,0.32,,0.05,0.06,0.17,0.15,0.51,0.60,0.03,,0.75
SSFX,LJE37ODFMSN2,Real estate operations,0.92,0.40,,0.25,0.31,0.98,,0.39,0.59,0.53,,,,0.32
SSK,SCX6ROXWV109,Specialty retailers,0.30,0.03,,,0.71,,0.06,,0.14,0.10,0.08,0.75,,0.82
SSKO,GOPCOZ66U4O0,Telecommunications services,,0.59,,,0.22,,0.70,,,0.75,0.97,0.32,0.39,
SSN,OQB00N2L1MC0,Textiles and apparel,,0.01,,0.22,0.20,0.63,0.40,,0.12,,,,,
SSP,OUKP6DV43KC2,Homebuilding and construction supplies,,0.42,0.63,0.03,0.08,0.70,0.92,0.17,0.76,0.72,0.79,0.98,,
SSSX,SRCRU6A2VVJ3,Multiline utilities,,0.02,0.43,0.45,0.91,0.88,0.85,0.23,0.81,0.64,0.36,0.51,,0.40
SST,HI41GSQ4LVQ7,Textiles and apparel,0.19,0.81,0.55,0.41,0.40,0.89,0.90,0.88,0.42,0.95,0.87,0.83,,0.20
SSWP,FBYZ7M1HS8S5,Diversified retail,0.29,,,0.14,,,,0.27,0.85,0.65,,,,0.58
