Ticker,ISIN,Industry,TR_AnalyticCO2,TR_AnalyticTotalWaste,TR_EnvProducts,TR_AnalyticEnvRND,TR_AnalyticWaterUse,TR_AnalyticEnergyUse,TR_PolicyHumanRights,TR_PolicyResponsibleMarketing,TR_ProductQualityMonitoring,TR_PolicyDataPrivacy,TR_WomenEmployees,TR_AvgTrainingHours,TR_TradeUnionRep,TR_AnalyticLostDays
ZSD,YW8JUPP4GFW8,Textiles and apparel,,0.95,0.65,,0.71,0.01,,0.04,,,0.11,0.54,0.12,
ZVFE,QYWJEXOGR829,Textiles and apparel,0.36,0.09,,,0.95,,0.62,0.54,0.21,0.78,,0.78,0.12,0.39
ZVRS,MGSYQYSRJ034,Textiles and apparel,,0.12,,,,0.92,0.06,0.92,,,0.11,0.27,0.93,
ZXCO,WP67D4CISBX0,Textiles and apparel,,,0.39,0.73,,0.52,,0.42,0.32,0.91,0.15,,0.26,
ZYUT,GS4AM51Z6X10,Textiles and apparel,,0.53,0.63,0.41,,0.93,0.24,0.31,0.26,0.85,,,0.37,
AADP,FAX4JU7EVVP0,Transport infrastructure,0.32,0.04,0.06,0.46,0.62,0.72,0.89,,0.39,0.45,,,0.81,0.2
ABY,JCCWLZHPM1L1,Transport infrastructure,,,0.7,0.95,0.08,,0.2,0.05,,0.71,0.36,,,0.54
ALJS,FNIVI844PTZ1,Transport infrastructure,,,0.18,0.57,0.71,,,,,0.08,,0.52,0.37,0.37
AUS,IFFC9PW1F1M0,Transport infrastructure,,,,0.37,,,,0.99,0.31,0.66,,0.7,0.89,0.71
AXX,ERAB94EE69Q5,Transport infrastructure,,0.65,,0.41,0.84,0.46,0.75,0.25,,0.41,0.32,0.3,,0.14
AZBQ,ILJP01QD3CP6,Transport infrastructure,0.92,0.55,,,,,,0.57,1,,,,0.38,0.21
AZP,QP2V0TTFA0T8,Transport infrastructure,0.96,,0.24,0.39,,,,0.5,0.04,0.53,0.71,,0.82,
BBA,VE8MO81ESVT1,Transport infrastructure,0.96,0.15,,0.88,0.79,0.1,0.88,0.45,0.96,0.99,0.16,0.32,0.01,0.49
BCVT,ODEL8X1F3R81,Transport infrastructure,,,,0.29,,,,0.44,,0.31,0.12,0.06,0.71,0.7
BEHL,YTNJ43H5XV50,Transport infrastructure,0.62,0.38,0.34,0.55,,0.16,0.87,0.34,,,,0.91,0.81,
BEVL,LWYUWHTS85P9,Transport infrastructure,,,,0.9,0.99,,0.82,0.94,,,,,,
BEY,CHZ147ZZA8P5,Transport infrastructure,0.37,0.06,0.93,0.18,0.18,0.25,,0.64,0.94,0.25,,,,
BFVX,AWA0YK34OM59,Transport infrastructure,0.97,,0.35,,0.43,0.24,,,,,0.16,0.04,,
BJID,IY9FLVWZ9J35,Transport infrastructure,0.95,,0.52,,,0.54,0.41,,,,,0.79,,0.91
BPHS,XWBC41AMJAB7,Transport infrastructure,0.72,,0.24,,,,,0.66,,,0.84,,0.71,
BSZW,RW4JM4OG8YM7,Transport infrastructure,,0.09,,,0.15,0.51,,0.22,0.73,,0.94,0.57,,
BTO,QUAQ3UCCA8D4,Transport infrastructure,0.85,0.63,,,0.74,0.96,,,,0.07,,0.47,,
CAA,GWI6O10YXCS6,Transport infrastructure,0.44,,,0.48,0.82,,,0.1,0.11,0.36,0.58,0.13,0.46,0.13
CLLI,MM355XSSMB80,Transport infrastructure,0.13,,0.3,,0.65,,,,0.56,0.84,0.15,0.51,0.77,
CLZ,AXA5TONCAA61,Transport infrastructure,,0.09,0.55,0.39,0.91,0.72,0.04,0.8,0.46,0.12,0.41,,0.31,
CWBV,AP1QWSKAYMM4,Transport infrastructure,,0.21,,0.47,,,,,,0.48,,,0.4,
DAC,ZJ2VCO5JE2X2,Transport infrastructure,,,0.07,0.95,,0.71,0.5,,0.32,0.67,0.94,0.08,,
DAT,EVBNEH46HAA2,Transport infrastructure,0.69,,,,0.03,0.6,,0.87,0.95,,0.34,0.17,,0.79
DBDE,IY4MVC3SR413,Transport infrastructure,0.49,0.86,,0.06,,,0.91,0.84,0.67,,,0.65,0.04,0.02
DFVQ,VVKWY7UQY959,Transport infrastructure,,0.74,0.55,,,0.84,0.49,,0.14,0.86,0.54,0.17,,0.93
DJD,GBD3SGUA5SW8,Transport infrastructure,0.28,,0.73,0.76,0.71,,0.23,0.85,,0.93,,0.19,,
DJOW,CG5H0FDNOCO3,Transport infrastructure,,,0.83,,0.29,0.87,,0.15,,0.21,,,0.11,
DOYM,WL68NUWWD322,Transport infrastructure,0.07,,,0.41,,,0.06,,0.82,,0.38,,,0.27
DSCW,CZASGOYYE573,Transport infrastructure,,0.42,0.32,0.11,0.19,,0.42,0.1,,0.71,0.68,,,0.4
DUQT,TO1R5WCT0265,Transport infrastructure,0.31,,,0.11,,0.15,,0.44,,,,0.71,,0.75
DWZO,AJ6NU9RLN8G7,Transport infrastructure,,,,,,,,0.65,0.6,,,0.13,,
EDFY,GDL3YJFZWPC3,Transport infrastructure,,0.51,0.29,0.33,0.59,,0.92,,,,0,,0.01,0.64
EDN,MD3RLSXSDNM5,Transport infrastructure,0.31,,0.73,0.23,0.68,,,,0.15,0.22,,,0.59,0.03
EEB,HZ1VR8O37CY9,Transport infrastructure,0.2,,0.13,0.49,0,0.39,,,,0.27,,0.12,,
EOAP,LHB4H1P9GKF6,Transport infrastructure,0.31,,0.91,,,,,0.76,0.87,,0.65,0.57,,0.47
EOD,QRXWLAXYQV38,Transport infrastructure,0.89,,,,,0.07,0.46,,0.74,0.29,,0.37,0.73,
EPXK,NQ08F28NRSB4,Transport infrastructure,0.45,0.84,,,0.7,0.98,0.73,0.81,0.11,0.53,0.77,,,
ESQE,AV52NQFCDO30,Transport infrastructure,0.36,,0.49,0.96,,,0.2,0.63,0.76,,0.42,,,0.01
EWGL,GP4WN1LIQ5L7,Transport infrastructure,,,0.58,0.59,,,0.83,0.82,,,,0.02,,0.57
EXD,IRKVLN82PYB2,Transport infrastructure,,,0.7,,0.81,0.05,0.65,0.91,0.22,0.76,,0.86,,0.56
FBAC,ESPQMERU0X51,Transport infrastructure,,0,0.79,0,0.83,0.15,0.3,,,0.43,0.28,0.04,,
FDBM,BVW6EFQIPWW5,Transport infrastructure,0.41,,,,0.8,0.68,0.4,0.3,,0.43,0.33,,,0.65
FIRH,MXIYXOO3W0U1,Transport infrastructure,0.1,0.53,0.13,0.48,,,,0.74,,0.21,,0.69,,0.56
FKAA,TDVZJN9A7GQ5,Transport infrastructure,,,0.83,0.99,,0.36,0.97,0.47,,,0.07,0.49,,0.85
FMNN,XCRHOT1R3ZY6,Transport infrastructure,0.53,0.47,0.37,0.94,0.57,,,,0.12,,,0.53,0.42,
FMW,XA7QA77BF688,Transport infrastructure,0.44,0.98,0.43,,,,0.45,0.67,0.15,,0.55,0.48,,
FOP,PHNT4YJC6GQ4,Transport infrastructure,,,,0.93,0.66,0.51,,0.08,,0.34,,0.58,,0.76
FXO,CFMBJXUF4JZ0,Transport infrastructure,0.21,,,,0.38,0.36,,,,0.07,0.55,0.56,,0.51
FYV,SC5QAVV8OBC3,Transport infrastructure,0.1,,0.2,0.31,,0.07,,,,,0.75,,0.05,0.5
GACX,QISETVUCEGX7,Transport infrastructure,,,0.6,,0.28,0.5,,0.02,0.69,,0,0.32,0.71,0.17
GBEX,IGYMTHFJG489,Transport infrastructure,,0.3,,,,0.08,,0.53,0.84,0.23,,0.24,0.75,0.89
GBG,BHBV4C1UK4Z7,Transport infrastructure,,,,0.09,,,0.59,0.37,0.75,0.16,0.29,,,0.44
GBTO,NORJD8J338K9,Transport infrastructure,0.56,0.51,,0.43,,,,,,0.83,0.97,,0.61,
GEPZ,KFPVLKYR5RS4,Transport infrastructure,,0.2,0.96,,0.5,,0.56,0.3,0.4,0.16,0.77,,,
GEZ,SE7EY61656C4,Transport infrastructure,0.17,0.55,,,0.83,0.71,,0.49,,,,0.46,0.73,0.87
GIL,IX15X5NFGZV7,Transport infrastructure,0.09,0.24,,0.66,0.61,,0.6,,0.64,,,0.06,,
GKA,JQKKFEQY81A3,Transport infrastructure,0.93,0.81,0.17,,0.14,0.07,0.27,,0.06,,,0.27,0.75,0.41
GKRW,ZMFV94JTX169,Transport infrastructure,,0.33,,,0.78,0.62,0.54,,0.51,,,0.34,,0.65
GLAY,EPLTB3T80ED5,Transport infrastructure,0.59,0.47,,,0.88,0.66,0.98,0.5,0.92,,,,,0.21
GNSV,FW6NSBARDG60,Transport infrastructure,0.63,0.53,,0.03,,0.11,0.9,,0.41,,0.42,,,0.46
GTE,OHZ7S9ZDWMW4,Transport infrastructure,0.99,0.64,0.66,0.13,,,0.96,0.5,,0.1,,0.9,0.64,0.28
GVL,XUP5I337MQV4,Transport infrastructure,0.37,0.65,,0.81,0.05,0.01,,,0.54,,,,0.42,0.53
HGM,QUK0YBP07U19,Transport infrastructure,0.83,0.93,0.39,,,0.03,0.48,,0.89,0.94,0.33,0.55,,
HGSL,ZAM8E7ZOFF96,Transport infrastructure,,0.77,0.06,0.29,0.63,0.51,0.74,0.45,0.19,,,0.61,,0.08
HHCF,CAD933FQSWB1,Transport infrastructure,,,,,,0.29,,,0.7,,0.48,0.99,,0.33
HIYH,TM6T6ATHKMR8,Transport infrastructure,,,,,0.07,0.09,,0.6,,,0.12,,,
HJP,TX5LFDPN4TG6,Transport infrastructure,,0.48,,0.42,,0.58,0.49,0.21,,0.27,0.11,0.86,0.2,
HQDZ,XUAEFPK93C35,Transport infrastructure,,0.31,,,0.94,,0.63,,,,0.05,,0.16,
HZYI,TDFCV9HZRQM5,Transport infrastructure,0.83,,0.95,,0.53,0.74,,0.99,,0.87,,,0.05,
IAB,NFVPN2XLUFJ3,Transport infrastructure,0.43,0.92,,,,0.04,,,0.65,0.36,,0.45,0.56,0.96
ILHU,NN6BO1CB1GH0,Transport infrastructure,,0.48,,0.75,0.95,0.08,,,,,,0.49,,0.75
IOS,SY06FFEMD8S1,Transport infrastructure,0.38,0.57,,,0.02,,,,0.38,0.18,0.51,,0.6,0.72
IURK,GH6A0EPWKK00,Transport infrastructure,,0.41,,0.58,0.05,,0.64,0.94,,0.4,0.08,0.1,0.24,
IVOB,QAOBQE7OHAL0,Transport infrastructure,0.68,0.73,,0.21,0.18,0.88,,,0.94,0.86,0.55,,,
IYTN,ZLO6BZCD0UG8,Transport infrastructure,,,,0.57,0.62,0.57,0.49,,0.79,,0.44,,,0.03
JAUU,QG57Z5XKKZ73,Transport infrastructure,,0.89,0.53,,0.14,,,,,,,,,0.34
JHV,KKCNXTKGFSN6,Transport infrastructure,,0.84,,0.59,0.14,0.16,,,,,0.17,0.18,0.96,0.25
JLE,YE0RDITQFTI4,Transport infrastructure,,,0.12,,0.13,,0.44,,,0.63,0.58,,0.77,
JMMV,OKVB87U2CCT2,Transport infrastructure,,0.18,,,0.94,0.75,0.42,0.29,0.45,,,,,
JREM,GGC0RLPH1AX5,Transport infrastructure,0.91,,0.12,,,,,0.4,0.24,,,0.85,0.35,
JTC,DNUWHCAT0AX4,Transport infrastructure,0.54,0.84,0.16,,0.23,,0.04,0.8,0.74,,0.75,,,0.29
JWND,ASFVNRM2JQC1,Transport infrastructure,,0.53,,,,,0.2,0.78,,,0.29,0.83,,0.4
JXOA,GSTMJN0068F5,Transport infrastructure,,0.65,0.18,0.62,0.22,,0.56,0.12,,0.7,,0.55,,0.39
KHSS,UXYP0COO51Z7,Transport infrastructure,0.47,,,,0.17,0.87,0.01,0.25,0.36,,,0.73,,
KQZS,II07Y777EQM7,Transport infrastructure,,,,0.46,,,0.72,0.18,0.21,,,0.67,,0.51
KRP,KT2MSIV1V658,Transport infrastructure,0.47,0.89,0.72,0.91,0.36,0.72,0.29,0.71,,,,0.59,0.01,0.42
KRY,KP0A6XALKRG1,Transport infrastructure,0.3,0.83,0.41,,0.78,,0.21,0.75,0.3,0.69,,0.66,,0.19
KSBN,YMLRW7T85JO1,Transport infrastructure,,0.39,0.27,0.67,,,0.71,0.42,,0.78,0.91,,0.27,0.25
KTPG,RNV4I0LWX905,Transport infrastructure,,,0.92,0,,0.33,,,0.85,,,0.26,0.02,0.31
KVVA,UFYQ1HEREQE4,Transport infrastructure,,,,0.16,,0.95,,,0.79,0.8,,0.45,0,
LBUE,UBQKHSYVPVU8,Transport infrastructure,,,0.27,0.36,,,0.44,0.4,,0.48,0.32,0.56,,0.67
LML,BO041EYSY5Q8,Transport infrastructure,,0.25,,,,,0.68,0.95,0.11,0.34,,,0.25,0.43
LMZ,FCUZRDAR2SF0,Transport infrastructure,0.07,0.16,,0.35,,0.29,0.26,,,,,,,0.35
LQX,VGP6OLWW40I9,Transport infrastructure,0.21,,,,,,0.6,0.22,0.38,,,0.86,,
LVY,IQO3U8K3UZZ2,Transport infrastructure,0.45,,0.05,0.51,0.87,0.53,0.25,0.92,,0.79,,0.64,,
LWMF,KZBZE0G91ML9,Transport infrastructure,,,0.19,,0.45,0.96,0.11,0.48,,0.38,0.56,0.14,,0.52
LXQ,PDOW5CVRHDK3,Transport infrastructure,,0.61,,,0.4,0.78,0.24,0.23,,0.29,,0.13,,0.05
LYQS,UDG2E96NPV28,Transport infrastructure,,0.88,0.78,0.82,,,0.74,0.61,0.71,,,,0.82,
MDI,CFMGOHHKX6E7,Transport infrastructure,0.42,,0.81,,0.87,0.29,,,,0.95,,0.67,0.06,
MEMJ,ATC4VITEP210,Transport infrastructure,,0.64,,,0.12,,,,,0.97,,0.5,0.49,0.02
MFIT,KDXXZ1YMKQ04,Transport infrastructure,0.26,0.95,0.41,0.84,0.5,0.41,0.92,0.35,,0.13,,0.21,,0.73
MGXJ,ZQERRULC2UW9,Transport infrastructure,0.78,,0.88,0.22,,,0.41,0.43,0.02,0.89,0.39,,0.03,
MWC,UGKMSB69UD63,Transport infrastructure,0.24,0.08,,,,0.05,,,0.62,,,,0.72,
MYRH,PKH72K3QVMV2,Transport infrastructure,,,0.1,0.23,,0.65,0.47,0.93,0.92,0.84,0.23,,0.75,0.77
MZA,LP33UADWHEO6,Transport infrastructure,0.91,0.49,0.96,0.68,0.37,0.54,,0.09,0.74,0.03,,0.75,,
MZIL,APBEMXBSGD34,Transport infrastructure,0.2,0.27,0.54,,0.53,,0.98,0.33,0.25,0.08,,,,0.35
NLO,TDSN2F0G4YS6,Transport infrastructure,0.7,,,0.33,0.58,0.35,0.63,0.07,0.62,,,0.85,0.34,
NMP,WRI6K62K3B69,Transport infrastructure,,,0.5,,0.94,0.02,0.65,,0.02,0.12,,0.26,,0.5
NNV,GU1DOKKXE6L0,Transport infrastructure,0.76,,0.62,,,0.37,0.08,0.87,0.45,0.5,,,,0.89
NPOY,HVVXSXMCXYB4,Transport infrastructure,0.61,,0.95,0.82,,,,0.03,,,0.74,0.3,0.1,0.55
NTA,RGUP5ZVDCVD3,Transport infrastructure,0.68,,0.47,0.65,,0.06,,,0.85,0.87,0.35,,,0.34
NTYL,IJP48SHTNNT8,Transport infrastructure,0.73,,0.21,0.41,,0.52,,0.52,0.3,0.44,0.63,,,
NUW,HMMYGR8GV9S8,Transport infrastructure,0.41,,,0.96,0.67,,0.31,0.28,,0.7,,,0.49,0.9
OADD,QGOOZY6S3ZH1,Transport infrastructure,,0.47,,,,0.59,0.57,0.98,,0.35,0.59,0.28,0.65,0.84
OGL,QVHXN48DNLE6,Transport infrastructure,0.8,0.06,,0.76,0.29,,,,,0.34,,,0.38,0.27
OIJ,RUCVFK2CAC00,Transport infrastructure,0.33,0.46,,0.31,,,,0.81,,0.66,0.54,,0.92,
OLO,AR2NVGSW0WE6,Transport infrastructure,0.74,,0.14,0.86,,,0.78,,,0.69,0.41,0.16,0.11,
OSPP,DTIUNMEMZ974,Transport infrastructure,,0.7,0.82,0.69,,,0.37,0.21,,,,0.61,,0.63
OTW,EMR3IQSL8E46,Transport infrastructure,0.26,,0.11,,,,0.06,0.91,0.05,0.37,0.44,,0.77,
OUOK,AMIX1LP09E33,Transport infrastructure,0.5,,0.4,,0.72,0.66,,,0.9,,0.9,,,0.94
PASL,JWZDB0SG2D15,Transport infrastructure,,0.68,,0.23,,0.55,,0.91,,0.64,,,0.73,
PCYX,FZIUBXCMB2E9,Transport infrastructure,0.81,0.14,0.09,,0.05,,,0.43,0.67,0.82,,0.56,,
PEFK,YZY1P43XWCN8,Transport infrastructure,,0.86,0.8,,,0.04,0.48,0.4,,0.76,,0.07,,0.87
PGUB,UPHWUFVSAMU1,Transport infrastructure,0.25,0.22,,0.69,,0.38,0.42,0.37,,,0.15,0.6,0.74,
PNF,VJFSKPI89AR3,Transport infrastructure,,,0.92,0.97,,0.36,0.51,,,0.57,0.33,0.66,,
PSRU,SXECK4GCLUH2,Transport infrastructure,0.27,0.41,,0.71,0.9,0.06,,0.84,0.93,,,0.54,,0.22
PTEG,XPBT15MWPCF3,Transport infrastructure,,0.48,0.83,,,0.5,0.54,,0.71,0.26,0.79,,,0.28
PYVY,VK6XIR8CMV52,Transport infrastructure,,0.8,,0.14,0.98,0.49,,0.93,0.72,0.09,0.12,0.19,0.09,
PZX,GQ6OHBUCQKW8,Transport infrastructure,0.13,,,,,0.96,0.3,0.37,0.56,,0.91,0.33,0.61,
QCA,WJPI5U8MK032,Transport infrastructure,,0.05,,0.59,,0.4,,0.96,0.86,,,0.53,,0.35
QCN,UBUW9R5SD3V8,Transport infrastructure,,,0.42,0.85,0.54,,,,,0.7,0.16,0.19,,
QDB,HX4JKE5HNVK1,Transport infrastructure,,,0.15,,,0.56,0.82,,0.49,0.65,,,,
QFV,JB693TE79UO9,Transport infrastructure,0.36,,0.18,0.72,0.7,0.52,0.98,0.89,0.49,0.22,0.33,0.18,,0.94
QHR,ANEOJVMOKPT7,Transport infrastructure,,,0.65,,,,,0.06,0.64,,0.44,,0.47,0.78
QORH,NGUF897SSIO0,Transport infrastructure,,,0.36,0.84,0.44,0.48,0.71,0.84,0.23,,0.16,0.28,,
QTTN,BCSOL9N6UXY0,Transport infrastructure,0.73,0.74,,0.02,,0.98,0.01,0.24,,0.1,,0.25,0.05,0.58
QVG,GYRT5N4HMA21,Transport infrastructure,0.38,0.17,0.35,,0.38,,0.71,,0.99,,,,,
QVV,ZYHLGO0O3RA2,Transport infrastructure,,,0.58,,0.52,0.75,0.97,,,0.08,0.31,,1,
QWX,XK0Y2NO2C5D5,Transport infrastructure,,0.07,0.79,,0.62,,0.5,0.86,0.17,,,0.43,,
QYZ,RZGKXK454Y35,Transport infrastructure,,,0.63,,,,0.27,0.04,,,0.65,0.68,0.32,
RAQE,PAFAOFBV0KI5,Transport infrastructure,,0.16,0.18,0.14,0.23,,,0.37,,,,0.92,0.4,0.08
RBFT,LVXXNA8XQ9T4,Transport infrastructure,0.23,,0.75,0.82,,0.21,0.32,,0.34,0.16,0.78,,0.54,0.1
RLGB,EMOLR7EJ7NY9,Transport infrastructure,0.67,,,,,,,,,0.66,0.91,0.29,,0.7
ROV,XEW3W6A4FD86,Transport infrastructure,0.62,,0.13,,,0.79,,,,,,0.24,0.45,0.05
RSW,SPV6GWDCPT91,Transport infrastructure,0.05,,0.62,,,,0.49,0.35,,0.47,,,0.61,
RTRG,TBIGW63OZMH8,Transport infrastructure,,0.8,0.62,,0.34,0.13,,,0.98,0.78,0.19,,0.59,0.73
RVO,IOVZP2CZG359,Transport infrastructure,0.87,0.51,,,0.18,0.45,,0.89,0.28,0.71,,,0.04,
SIBE,HMZF56H82SU6,Transport infrastructure,0.1,,0.18,,,0.93,,0.05,,0.46,0.52,0.05,0.39,0.66
SJBP,DT2TGJU0IK10,Transport infrastructure,,,0.01,0.3,0.83,,0.09,0.02,0.64,0.4,,0.72,,
SOS,IBTI9G6WLU20,Transport infrastructure,,0.91,,,,0.78,0.62,,0.31,0.77,0.64,0.3,0.76,0.31
SZQR,TGCPTYIU9WU6,Transport infrastructure,,,0.11,0.41,,0.35,0.16,0.74,0.71,,0.96,,,0.44
TDJ,RYO9DJYSLQW0,Transport infrastructure,,0.71,0.14,,,0.19,,,,0.1,0.93,0.18,,
TIWL,MH6M2RPIGTR3,Transport infrastructure,0.26,0.15,,0.65,,0.56,0.58,0.46,0.85,,,0.16,,0.23
TLM,VTVAXTP1HBU5,Transport infrastructure,,0.55,,,0.42,0.96,,,0.22,,,0.85,0.46,0.3
TML,IZ7JH3B7NSF8,Transport infrastructure,0.34,0.11,0.81,,0.96,,,0.66,0.83,0.65,0.74,0.15,,0.52
TOMH,UEQX1BJ3KMT4,Transport infrastructure,0.32,0.05,0.99,0.27,,0.69,0.99,,0.7,0.3,0.32,0.47,0.19,
TWE,OYXXTM9Y3732,Transport infrastructure,0.81,,0.31,,,0.44,,0.03,,,0.75,,,0.32
TWE,NULOM4EAJV77,Transport infrastructure,0.03,0.44,0.35,0.81,0.87,0.73,0.95,0.05,0.72,0.4,0.86,,,
TZJA,CRISTEBQQOL0,Transport infrastructure,,,,,0.59,0.52,0.71,,,,0.51,0.48,,0.09
UANR,DWLWAYRPX7L9,Transport infrastructure,,0.33,0.44,0.43,,,0.03,0.8,0.53,,,0.87,0.67,
UBT,TDHI2PBZ9Y55,Transport infrastructure,0.36,,0.52,0.82,,0.63,0.71,,,0.35,,,,0.93
UDNS,EIBW175J0CU3,Transport infrastructure,,,0.25,0.06,,0.47,,0.3,0.32,,0.42,,0.5,
UJHU,XNATA1S8Y4N3,Transport infrastructure,,,,,0.26,0.03,0.6,,0.54,,0.15,,0.77,0.58
ULFK,QDBGHD97TBM6,Transport infrastructure,0.55,,0.59,0.84,0.18,0.69,,0.56,0.45,,,,,0.05
UQZ,OJ8JG1DLY4M1,Transport infrastructure,0.43,,0.23,,0.34,0.54,0.93,0.19,0.27,0.61,,0.3,,0.51
URTF,DPCFR4YZ40W9,Transport infrastructure,,0.33,0.17,0.41,0.05,0.01,,,0.71,,,0.83,,
USJ,OIUAB7ZBCKD0,Transport infrastructure,0.96,0.34,,,,,,0.62,,0.6,0.16,,,0.05
USL,BUG3O9D525C6,Transport infrastructure,0.55,0.78,0.91,,,,0.53,,,0.28,0.43,0.53,0.12,0.47
UVLW,KO8TOQKDN275,Transport infrastructure,0.31,0.76,0.13,,0.78,0.16,0.59,0.74,0.11,,0.37,,0.08,0.6
UWK,XI872Y4RNQ81,Transport infrastructure,0.95,,0.1,,,0.17,0.58,0.93,0.82,0.65,0.73,0.69,0.06,0.72
UXIK,CJ304LF9ABS3,Transport infrastructure,0.18,0.31,,0.79,0.9,,0.3,0.87,,,0.71,0.39,,0.41
VFHV,LWT3GS8K9WG9,Transport infrastructure,,0.43,,,0.43,,0.27,,,0.19,,,,
VHC,XG41Q8ISD2D3,Transport infrastructure,,,0.34,,0.36,0.21,,0.23,0.48,0.21,,0.62,0.34,
VKD,OOG6AE4YASB1,Transport infrastructure,0.46,0.35,,,,0.58,0.78,1,0.42,,0.75,,,0.31
VLB,XCLTVOE1X8L9,Transport infrastructure,0.24,0.89,0.31,0.92,0.23,,0.69,0.89,,,,0.49,0.04,0.7
VLW,UWAZBQT5KAU2,Transport infrastructure,0.13,0.52,0.54,0.81,,,,0.49,0.21,0.1,0.01,,0.13,0.01
VRO,WKU1RLPCGY18,Transport infrastructure,,0.64,0.8,,0.1,0.9,0.95,0.59,0.75,0.58,,,0.41,0.79
WEBQ,JHSORRIBDV37,Transport infrastructure,,0.89,,,,0.26,0.92,,0.68,,,,,
WECB,BV7E9H38GLH1,Transport infrastructure,,0.83,,,,,,,,0.41,0.66,,0.64,0.57
WFT,YFJ0MTTLA9I1,Transport infrastructure,,,,,0.75,,,,0.06,0.46,,,0.99,
WHL,RCLHNUHW2FF3,Transport infrastructure,0.57,0.66,,0.93,0.39,0.79,0.28,,,0.84,0.21,0.98,0.08,
WIYK,IUUAU3X8C352,Transport infrastructure,0.03,,,,,,,0.18,0.58,,,0.1,0.78,0.35
WNBL,MLYW410Q58R2,Transport infrastructure,,0.71,,0.82,0.56,0.26,0.4,0.69,0.92,0.82,,,,
WUOP,GSHVCWPW1NU3,Transport infrastructure,,0.91,0.75,0.88,,0.76,0.18,,0.03,0.49,,0.84,0.35,
WZIM,NSO79LBI7598,Transport infrastructure,0.85,,0.81,0.91,,0.12,,,,,,,,
XBI,ZET6PCT71084,Transport infrastructure,0.84,0.92,0.36,0.14,0.96,0.98,,,0.28,0.36,0.43,,,0.39
XJZR,WFZ00DSXJXF5,Transport infrastructure,0.77,,,,,0.2,0.21,,0.12,0.23,,,0.19,0.06
XLQ,TGEY1EKLE634,Transport infrastructure,,0.87,,0.22,,0.06,0.57,,0.67,,0.28,0.75,0.61,0.04
XMC,HOPUGP0XYPU1,Transport infrastructure,,0.37,0.62,0.44,,,0.86,,,0.57,0.61,0.75,0.35,
XNW,DO9CD47G7LL0,Transport infrastructure,,,,0.77,,,0.23,,0.08,0,0.23,0.83,0.76,0.61
XOFR,ZWOBG61EEQ96,Transport infrastructure,0.19,,,0.78,0,,0.68,,,,0.45,,,
XVQA,MSKRNA698L86,Transport infrastructure,0.34,,0.13,0.74,,0.93,,0.73,0.09,,0.16,,0.73,0.15
XXX,KR7UYSU2J8H0,Transport infrastructure,0.81,,0.26,,,0.99,0.73,0.63,,,,0.37,0.23,
XYRI,UB66TGKLW5I5,Transport infrastructure,0.41,,0.5,0.16,0.38,,0.54,0.96,,,,0.94,0.5,0.53
YCF,ADIO41PFCR19,Transport infrastructure,0.39,0.03,0.64,0.62,0.65,0.99,0.43,,0.85,0.69,,,,0.37
YCZH,NTLTCGVSBQO0,Transport infrastructure,,0.04,0.27,,0.48,,0.63,0.74,,1,,0.95,0.18,0.99
YECE,UUBOA6WVZCY2,Transport infrastructure,0.07,0.94,0.77,0.71,0.15,,0.23,0.51,,0.55,0.05,,,0.58
YEUQ,WD9PLGRFGR86,Transport infrastructure,0.82,,0.9,,,0.74,0.25,,0.76,0.69,,,,0
YGZP,NXLR5HK89KG2,Transport infrastructure,,0.77,,0.98,,,,,0.62,0.71,0.98,0.37,0.02,
YIO,LVUX1KS51XN6,Transport infrastructure,,,,,0.84,,,,0.77,,0.11,,,0.34
YLKY,OYBY2IB1DS13,Transport infrastructure,0.6,0.35,0.33,0.56,0.12,0.31,0.53,0.1,,,,,,0.77
YPC,SKLC2HRXJL06,Transport infrastructure,0.95,0.52,0.22,0.9,,0.68,0.25,0.63,0.39,,0.71,0.33,0.33,
YULM,MMS797KIQP52,Transport infrastructure,,0.46,,,0.93,,0.62,0.76,0.7,0.01,,0.58,,0.27
YVF,PO12S3USSAN5,Transport infrastructure,,,,,,,,0.12,,,0.63,0.54,0.57,0.2
ZBP,MB23F620DYS0,Transport infrastructure,0.66,,,0.65,,0.01,0.93,,,0.11,0.46,,0.13,
ZEGM,VL3I53GKFG47,Transport infrastructure,0.54,,,,0.35,0.05,,0.48,,0.64,,0.88,,
ZFAW,CC3JXFIJ4903,Transport infrastructure,,0.19,,0.91,0.51,0.57,0.89,0.81,,0.45,0.21,0.89,,0.65
ZFV,ZPGJY8ZH3XW8,Transport infrastructure,1,,,,0.24,0.06,0.67,0.79,0.63,0.13,,0.72,0.19,
ZHMO,WS5U7VY4HO24,Transport infrastructure,0.96,0.53,0.84,0.42,0.69,0.74,0.9,0.7,0.68,0.57,0.24,0.35,,0.18
ZJJ,BCO42R6B7PN3,Transport infrastructure,,,,0.29,,0.29,,,0.21,0.58,0.43,,0.75,0.71
ZPEB,MWTGE9MGH8O0,Transport infrastructure,,0.93,0.71,0,0.37,0.63,0.72,0.54,,,,0.41,0.31,
ZPH,RL3HCQW94SV1,Transport infrastructure,0.17,0.24,0.71,0.67,,0.8,0.12,0.45,0.13,0.3,,,0.05,0.7
ZSX,HDZJ5ZZKGTS9,Transport infrastructure,0.69,0.11,0.73,0.1,0.56,,0.55,0.11,,,0.57,,0.01,0.34
